4-1	僕はもう夢中。
8571-0	モンブランシフォンを今日は友人からいただきました！！
8571-1	今日は友人からモンブランシフォンをいただきました！！
8572-0	かなりマンコは臭い
8572-1	マンコはかなり臭い
8574-1	自分の夫との家庭が一番大事ですから。
8574-0	一番自分の夫との家庭が大事ですから。
8576-0	無言で真央が帰国問い掛けには一礼
8576-1	真央が帰国問い掛けには無言で一礼
8579-0	特に称号のメリットはそれ以外ではありませんよ。
8579-1	それ以外では特に称号のメリットはありませんよ。
8582-1	邦楽・洋楽・アニソン・動画・漫画をお探しの方はコチラからど〜ぞ♪
8582-0	お探しの方は邦楽・洋楽・アニソン・動画・漫画をコチラからど〜ぞ♪
8585-1	何だかちょっと会わないうちに
8585-0	ちょっと何だか会わないうちに
8587-1	明日は旦那様とデートでしょうか？
8587-0	旦那様と明日はデートでしょうか？
8592-0	週１回ジムに来月から通うようです
8592-1	来月から週１回ジムに通うようです
8613-0	他のメニューにも次回は挑戦します。
8613-1	次回は他のメニューにも挑戦します。
8627-0	そのまま音楽ＣＤをＣＤ−Ｒにコピーしたい
8627-1	音楽ＣＤをそのままＣＤ−Ｒにコピーしたい
8636-1	せめてギャグくらいにとどめておくべきなんだろーな。
8636-0	ギャグくらいにせめてとどめておくべきなんだろーな。
8639-0	全く梅ちゃんにもＮＭＢにも得にならない記事で唖然とした
8639-1	梅ちゃんにもＮＭＢにも全く得にならない記事で唖然とした
8640-1	インドで最も楽しいものは？
8640-0	最もインドで楽しいものは？
8641-1	今はフェレットのせいでボロボロになりました。
8641-0	今はボロボロにフェレットのせいでなりました。
8642-1	お宝鑑定館牛久店では古着・おもちゃ・アミューズ部門スタッフを大募集します！！
8642-0	古着・おもちゃ・アミューズ部門スタッフをお宝鑑定館牛久店では大募集します！！
8644-0	スラィリーとのジャンケン勝負にグッズお買い上げの人には挑戦！
8644-1	グッズお買い上げの人にはスラィリーとのジャンケン勝負に挑戦！
8652-0	仕事をたまには忘れて大騒ぎも良いだろう。
8652-1	たまには仕事を忘れて大騒ぎも良いだろう。
8660-0	自分の力しか俺は信じてないのでな。
8660-1	俺は自分の力しか信じてないのでな。
8669-1	これは気遣いが足りませんでした。
8669-0	気遣いがこれは足りませんでした。
8672-0	スパイスの匂いが刺激を脳にもたらしているのかも？
8672-1	スパイスの匂いが脳に刺激をもたらしているのかも？
8679-1	アリエルはちょっと苦手
8679-0	ちょっとアリエルは苦手
8681-0	ほんの少しだが色が良い具合に出ている。
8681-1	ほんの少しだが良い具合に色が出ている。
8686-0	村治に何となくにているから怖い
8686-1	何となく村治ににているから怖い
8688-1	マンボの手応えに一瞬だけビビった
8688-0	一瞬だけマンボの手応えにビビった
8691-0	柔道剣道相撲を通常は選択する
8691-1	通常は柔道剣道相撲を選択する
8695-1	中野も中居を愛してますから＞８６６
8695-0	中居を中野も愛してますから＞８６６
8699-1	常にサングラスをかけているイメージ。
8699-0	サングラスを常にかけているイメージ。
8701-1	大人も子供もしっかり堪能しました。
8701-0	しっかり大人も子供も堪能しました。
8702-0	コーンズより送料入れても安いけど異常な値段だな。
8702-1	送料入れてもコーンズより安いけど異常な値段だな。
8703-1	まるであたしが生きてちゃ悪いみたいじゃんか。
8703-0	あたしがまるで生きてちゃ悪いみたいじゃんか。
8707-0	スキーとアメリカでいってもピンとこないでしょう。
8707-1	アメリカでスキーといってもピンとこないでしょう。
8708-0	手数料３００円が送料７００円のほかに加算されます。
8708-1	送料７００円のほかに手数料３００円が加算されます。
8709-1	今回のレースはコチラで力走。
8709-0	コチラで今回のレースは力走。
8712-1	そのモチベーションがない限りは何も始まりません。
8712-0	何もそのモチベーションがない限りは始まりません。
8714-0	若鶏から出汁はとってます。
8714-1	出汁は若鶏からとってます。
8715-1	足ががくがく震えている。
8715-0	がくがく足が震えている。
8716-1	田中君は代行に強いと小名浜では有名
8716-0	代行に強いと田中君は小名浜では有名
8719-1	何でわざわざ報告してくれたのかは謎。
8719-0	わざわざ何で報告してくれたのかは謎。
8723-0	東洋医学なども歯科治療に取り入れています。
8723-1	歯科治療に東洋医学なども取り入れています。
8724-0	お鍋，カップ，食器などは贈り物にはいかが？
8724-1	贈り物にはお鍋，カップ，食器などはいかが？
8735-1	でも自分に非があった場合はどうでしょう・・・？
8735-0	でも非が自分にあった場合はどうでしょう・・・？
8737-1	これから先が楽しみですね☆彡
8737-0	楽しみですね☆これから先が彡
8740-0	ソーシャルのムーブメントはそもそもあっちだろうに。
8740-1	そもそもソーシャルのムーブメントはあっちだろうに。
8741-1	その後もマスターと兄貴の熱い攻防が続く。
8741-0	マスターと兄貴の熱い攻防がその後も続く。
8744-0	それでこの会社の規模では十分なんだろう
8744-1	この会社の規模ではそれで十分なんだろう
8748-0	何度も今まで思いましたよー。
8748-1	今まで何度も思いましたよー。
8756-0	そこそこの揺れを先ほども感じました。
8756-1	先ほどもそこそこの揺れを感じました。
8761-1	どっちもボロクソに叩かれてた首相だな。
8761-0	ボロクソにどっちも叩かれてた首相だな。
8766-1	佐藤さんはその理由を見つけたかった。
8766-0	その理由を佐藤さんは見つけたかった。
8773-1	眺望はかなり微妙。
8773-0	かなり眺望は微妙。
8780-1	カメラの絞りもコレと全く同じ。
8780-0	コレとカメラの絞りも全く同じ。
8781-0	和でも洋でも蝶のチャームはおっけー！
8781-1	蝶のチャームは和でも洋でもおっけー！
8785-0	いつもと予防接種前後で違うのは
8785-1	予防接種前後でいつもと違うのは
8786-0	新色ブラックも今回は登場！
8786-1	今回は新色ブラックも登場！
8793-0	アデ姉さんを早速連れてミフユのもとへ。
8793-1	早速アデ姉さんを連れてミフユのもとへ。
8794-0	凪状態で海面は静かだ。
8794-1	海面は凪状態で静かだ。
8800-1	大和町の三柱鳥居は平成に建てられたようです。
8800-0	平成に大和町の三柱鳥居は建てられたようです。
8802-1	劇中でチョコやクッキーを結構食べてるみたいです。
8802-0	結構チョコやクッキーを劇中で食べてるみたいです。
8806-1	少し肌寒いような・・体調を崩しやすい天気ですね〜。
8806-0	肌寒いような・・体調を少し崩しやすい天気ですね〜。
8807-0	家族無事とメールで来ても心配。
8807-1	メールで家族無事と来ても心配。
8824-1	産業面は問題が多い．
8824-0	問題が産業面は多い．
8825-1	この前は対策早めだったけど今回はどうかな
8825-0	対策早めだったけどこの前は今回はどうかな
8826-1	今回のグリップはちょっと贅沢しちゃいました
8826-0	ちょっと今回のグリップは贅沢しちゃいました
8827-1	更にうろつきながら次はビジネス用の革靴を買いに。
8827-0	ビジネス用の革靴を次は更にうろつきながら買いに。
8829-0	たっぷりとフライトを葛城組の大村さん・天野さんは楽しんだようでした。
